Variables,Adjusted R²,AIC
"pasture_area_norm, transportation_area_norm, retail_count_norm, entropy_landuse",0.04487036300070302,1052.9560271755322
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04483744836932857,1056.8928227032857
"aquaculture_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_landuse",0.04483532167388671,1053.9548991397573
"pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_production, entropy_landuse",0.044802565150301676,1054.9501195090552
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, built_area_norm, entropy_landuse",0.04478729496137368,1053.973754071095
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_production, entropy_landuse",0.044783334867067204,1054.9576690306103
"pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_landuse",0.044776220008689416,1053.9781018809167
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.0447716052598941,1057.8926796043972
"pasture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production, entropy_landuse",0.04477111312026205,1054.9624670266035
"farming_area_norm, pasture_area_norm, energy_area_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.044745526014658754,1055.9521029844848
"farming_area_norm, pasture_area_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.044742819065156536,1054.97357443099
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.04473700214716192,1056.932256151354
"energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.04473537589654342,1054.976496342923
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.04472495034911328,1057.9109947679713
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm, entropy_landuse",0.044711638203287274,1054.9858147287905
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production, entropy_landuse",0.044696550206883234,1055.9713287066584
"aquaculture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production, entropy_landuse",0.044666647445825824,1055.0034755079228
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.04463971368891695,1057.9444535311304
"retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.044611912972096324,1054.042599689119
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.044593489950760845,1056.9885893618116
"aquaculture_area_norm, pasture_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_landuse",0.04457946285640557,1055.0376967870016
"aquaculture_area_norm, pasture_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.04457763606992726,1056.9948120072759
"farming_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_landuse",0.04457502745208308,1054.0570773691177
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, built_area_norm, entropy_production, entropy_landuse",0.04456125584099524,1055.0448429236594
"aquaculture_area_norm, transportation_area_norm, public_services_norm, entropy_landuse",0.044547637456301525,1053.082713264201
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_landuse",0.04454611873872538,1056.0303752425625
"farming_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.04452750256422944,1055.0580905078623
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_landuse",0.044506969932681106,1055.0661489858621
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_landuse",0.044505715053164585,1055.0666414850168
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, entropy_landuse",0.044486504458962184,1054.0918206358406
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_landuse",0.04444084949611038,1055.0920982131788
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_production, entropy_landuse",0.044418505321558444,1056.080458074216
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.04441223216895507,1056.0829198469878
"farming_area_norm, energy_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_landuse",0.04441221906645998,1055.103333781667
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production, entropy_landuse",0.0443847159291495,1056.0937178518543
"farming_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_landuse",0.04438287829462084,1054.1324874655334
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_production, entropy_landuse",0.04437979424905414,1056.0956491994518
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_landuse",0.044375503373999425,1056.0973330007396
"transportation_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.04436972686132501,1053.1525338696142
"pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.044335646998355904,1056.112972856402
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production, entropy_landuse",0.04433434877198894,1056.1134822764252
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm, entropy_landuse",0.04432533671422367,1055.1374273539127
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_landuse",0.044316770709444064,1055.1407885787307
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.044290797933416615,1057.1073780952552
"aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04427825645680983,1056.1354920670678
"pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_landuse",0.044270867733761876,1055.1587999887543
"farming_area_norm, pasture_area_norm, energy_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.04424009216184688,1056.150466430649
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.04423337637510938,1057.12990841877
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, built_area_norm, entropy_production, entropy_landuse",0.04421704028599416,1056.1595109083762
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.04420591592688905,1057.1406825135102
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production, entropy_landuse",0.04415826319148697,1057.159378308582
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_landuse",0.04414933025495804,1054.2241243905196
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_landuse",0.044145045811007644,1055.2081655609363
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_landuse",0.04413970347388696,1055.210261455102
"farming_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04411225678249375,1057.177427309297
"aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.044101582057787914,1055.225216826751
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.04408382737621541,1058.1625877232473
"farming_area_norm, transportation_area_norm, retail_count_norm, entropy_landuse",0.04407688953224831,1053.2674289075496
"aquaculture_area_norm, pasture_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.04404376680244393,1056.2274883362074
"farming_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_landuse",0.044040990090311705,1054.2666260707006
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.04403880022135542,1056.2294366085293
"farming_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.04403730327357991,1057.2068308288085
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production, entropy_landuse",0.04402798035894251,1056.233680949664
"aquaculture_area_norm, pasture_area_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.04402494769309606,1055.255279367209
"energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.044007618185916475,1054.279716847175
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.04400396264765871,1056.2431022804221
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_landuse",0.04392588279777676,1056.2737287128803
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm, entropy_production, entropy_landuse",0.04392422017594477,1056.2743808408209
"farming_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_landuse",0.043906611835298315,1055.301696060034
"farming_area_norm, pasture_area_norm, energy_area_norm, road_length_norm, built_area_norm, entropy_landuse",0.04388081241504549,1055.3118150004887
"farming_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, entropy_production, entropy_landuse",0.043862979497920396,1055.318809192892
"farming_area_norm, pasture_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.04384725494788366,1055.3249763610381
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_landuse",0.04384469303806182,1056.305572339515
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_landuse",0.04381874661281426,1055.336157070747
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, built_area_norm, entropy_landuse",0.043780298431354,1055.351235569858
"aquaculture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_landuse",0.04375347291027509,1054.3793952696599
"farming_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_production, entropy_landuse",0.04375127794135003,1056.3422075491917
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.04374934848907075,1056.3429641973921
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, entropy_production, entropy_landuse",0.04374529809059291,1055.3649613773914
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_production, entropy_landuse",0.043727016340359026,1056.351721794541
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04371532025822855,1057.3331153601757
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04370540632731368,1058.311010582999
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04368867197831994,1057.3435651414425
"farming_area_norm, pasture_area_norm, road_length_norm, built_area_norm, entropy_landuse",0.04367194276563324,1054.4113666285912
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_landuse",0.04363398633893212,1055.4086102896717
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_landuse",0.043627917929753735,1056.3905809688604
"farming_area_norm, energy_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.043621276954236676,1055.4135937243866
"farming_area_norm, pasture_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.04361864056878828,1056.3942186675692
"farming_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, entropy_landuse",0.04360226039824966,1054.438689821308
"farming_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, entropy_production, entropy_landuse",0.04358626385155395,1055.4273222535267
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, entropy_landuse",0.04357996624170779,1054.4474311753665
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, public_services_norm, entropy_production, entropy_landuse",0.04357337997092714,1055.4323738567298
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.043571897772703205,1059.3345535535755
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.043569903247145825,1057.390135235728
"aquaculture_area_norm, energy_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_landuse",0.043568435898866054,1055.4343123454669
"aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_landuse",0.043564574486815055,1054.4534660360318
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm, entropy_production, entropy_landuse",0.04355164150828639,1057.3972952850804
"aquaculture_area_norm, transportation_area_norm, retail_count_norm, entropy_landuse",0.04354992870243379,1053.4740939225858
"aquaculture_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_landuse",0.04354491519105175,1054.4611739899078
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, road_length_norm, built_area_norm, entropy_landuse",0.043509745563204416,1055.457323088161
"farming_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.043504409288362855,1056.4390064205998
"farming_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.043499963608521486,1054.4787978675045
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04347168637085941,1058.4026499959023
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production, entropy_landuse",0.04346973945205812,1058.4034132705456
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.04342465158647324,1058.4210891892385
"pasture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.04342172382520115,1054.5094708604172
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.043413996003470845,1057.4512588368148
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_landuse",0.04341248882484483,1055.4954514670194
"farming_area_norm, road_length_norm, built_area_norm, entropy_landuse",0.04338834419761162,1053.5374417890912
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production, entropy_landuse",0.04337113196272313,1057.4680619837254
"aquaculture_area_norm, pasture_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.04335957281863345,1055.516194946598
"farming_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_landuse",0.0433574968626913,1056.4965999209458
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_landuse",0.04335250722383699,1056.4985558341368
"farming_area_norm, energy_area_norm, road_length_norm, built_area_norm, entropy_landuse",0.04334053782834968,1054.5412962297662
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_landuse",0.04333409205632921,1055.526183191229
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm, entropy_landuse",0.043313537373985245,1056.5138314671804
"aquaculture_area_norm, pasture_area_norm, road_length_norm, built_area_norm, entropy_landuse",0.04330228922125945,1054.5562889638604
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.04326783340003104,1057.5085529944085
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, entropy_production, entropy_landuse",0.04325777203233094,1056.5356896145252
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_production, entropy_landuse",0.0432451061763196,1057.51746103363
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.04322871494303249,1055.56748730894
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_production, entropy_landuse",0.043209413500270855,1057.5314505140552
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, entropy_production, entropy_landuse",0.04320295178910749,1056.5571760731207
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.04318420378483201,1056.5645239560786
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_production, entropy_landuse",0.04316361131524915,1056.572594572207
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_production, entropy_landuse",0.043129870806110526,1056.5858178024255
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_landuse",0.043107245812672446,1055.6150932868045
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_landuse",0.04309788832607353,1056.598351613669
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.043088704241774134,1056.6019507436558
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_landuse",0.04305569692992528,1057.5916926242012
"farming_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_landuse",0.043050665509435926,1055.6372660813577
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, entropy_landuse",0.04303919759815267,1054.6593996898414
"farming_area_norm, energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.04302781321805438,1056.6258123152834
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, entropy_landuse",0.04302226326935088,1054.6660356117068
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_landuse",0.04300437215974562,1056.6349978374215
"aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_landuse",0.043001854828690345,1055.656393048506
"aquaculture_area_norm, pasture_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.042997553149087486,1056.637669866229
"built_area_norm, entropy_production, entropy_landuse",0.04298107882335178,1052.7092057082784
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, entropy_production, entropy_landuse",0.04295588970106501,1055.6744040645258
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_landuse",0.04293432338608749,1057.6392525423657
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04293205304973502,1057.6401421104938
"farming_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.04291008610904601,1056.6719421309444
"farming_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.042900839006373315,1055.6959740387538
"aquaculture_area_norm, energy_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.04287900193078609,1055.704529902411
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.042834009660184136,1056.7017486665022
"aquaculture_area_norm, road_length_norm, built_area_norm, entropy_landuse",0.04278059928858369,1053.775607376143
"aquaculture_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.042765597061818705,1054.766598999021
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_landuse",0.04276131282772755,1056.730228864555
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.042758581079309965,1058.6821136034189
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.04274320358605499,1057.7141301309227
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_landuse",0.042734307213808886,1055.7612170066718
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_landuse",0.04272789221098561,1056.7433212235144
"aquaculture_area_norm, energy_area_norm, road_length_norm, built_area_norm, entropy_landuse",0.04272713466720213,1054.7816664769275
"farming_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, entropy_landuse",0.04271933222880009,1054.7847229748004
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_landuse",0.04270960452919459,1056.7504851376307
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.04270699607370765,1057.7283139532806
"farming_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_landuse",0.042687006585823695,1055.7797461333416
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, public_services_norm, entropy_landuse",0.04268471336488455,1054.7982841378644
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, entropy_production, entropy_landuse",0.04266803500385419,1055.787177634631
"farming_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production, entropy_landuse",0.04264296496458442,1056.7765889897978
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_landuse",0.04262749547801492,1057.7594553962854
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.04261186638660874,1057.7655772155463
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_landuse",0.04257728193617827,1056.8023163724088
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_landuse",0.042519544529235564,1056.8249300772782
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.042503842876572606,1057.8078866297521
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.042489299539555936,1056.836775428204
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_landuse",0.04248217776241414,1055.8599733873043
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.042475446978485376,1056.8422006133458
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_landuse",0.042474672885004505,1056.8425037752197
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production, entropy_landuse",0.04245537338452443,1056.850062050223
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_landuse",0.04245413483554661,1056.8505470987036
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, road_length_norm, built_area_norm, entropy_production, entropy_landuse",0.042445352786885326,1057.8307933678811
"energy_area_norm, built_area_norm, entropy_production, entropy_landuse",0.04243098566955972,1053.9125469017436
"retail_count_norm, built_area_norm, entropy_production, entropy_landuse",0.0424188485043564,1053.9172999879845
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_production, entropy_landuse",0.04235611518915794,1056.8889321907586
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, entropy_production, entropy_landuse",0.04235315852544852,1056.8900899772773
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.04234784248585921,1057.8689786571422
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, entropy_landuse",0.04233776653803978,1055.9165259908905
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production, entropy_landuse",0.04232265716030692,1058.852848232704
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_landuse",0.042303761306303644,1055.9298414742193
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, entropy_landuse",0.042284346322676414,1054.9550833204312
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.04227273810445553,1058.8723946469731
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production, entropy_landuse",0.04222359486679361,1057.9176287171063
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, entropy_production, entropy_landuse",0.04220116577547872,1056.9496033136056
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production, entropy_landuse",0.04219067107144503,1056.953712206111
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_landuse",0.0421829578982984,1055.9771408362399
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_landuse",0.04216915494582607,1057.9389430761603
"aquaculture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.042138155409592315,1056.9742724916885
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.04210663118567992,1059.9086212697384
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_production, entropy_landuse",0.04209828160087392,1057.966689646716
"farming_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.042095887986193126,1055.0288681890934
"transportation_area_norm, entropy_production, entropy_landuse",0.0420762024647211,1053.063606554243
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, entropy_landuse",0.042025807084644096,1056.038662732964
"aquaculture_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_landuse",0.04201825819406868,1056.041617742434
