Variables,Adjusted R²,AIC
"transportation_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.03338673633009104,1058.4229182578333
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, public_services_norm, entropy_landuse",0.0333671462963151,1058.4305181827476
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, road_length_norm, built_area_norm, entropy_production",0.033362960480390225,1060.3940935492005
"farming_area_norm, pasture_area_norm, transportation_area_norm, road_length_norm, built_area_norm",0.03335691007299724,1058.4344892493268
"farming_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_production",0.03334384770690679,1058.4395566358721
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, road_length_norm, entropy_landuse",0.03331827908063112,1059.4318357743737
"farming_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.033314558605573974,1057.46580433786
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, built_area_norm",0.03330914300327448,1059.4353798703728
"aquaculture_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.0332906365216189,1057.4750841615785
"farming_area_norm, aquaculture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, entropy_landuse",0.03326169838992721,1059.4537841961062
"transportation_area_norm, retail_count_norm, built_area_norm, entropy_production",0.03325107229391844,1057.4904313614195
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.03323039278407758,1062.3963332957414
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, public_services_norm, entropy_production, entropy_landuse",0.03319840518622941,1059.4783349710233
"farming_area_norm, transportation_area_norm, retail_count_norm, built_area_norm",0.03317896688816724,1057.5183998629138
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, public_services_norm, entropy_landuse",0.03317399638831653,1059.4878024602394
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_production",0.033145053892139176,1060.4786193414434
"energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.033143309767739715,1060.4792958090588
"farming_area_norm, aquaculture_area_norm, retail_count_norm, entropy_landuse",0.03314081218072773,1057.533198602785
"aquaculture_area_norm, pasture_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.033058859652537964,1058.5500972552336
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, entropy_production, entropy_landuse",0.0330553479321396,1060.5134106766527
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, entropy_production, entropy_landuse",0.033030127945131715,1061.4999983571247
"farming_area_norm, pasture_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.032966087595093896,1058.5860744737802
"farming_area_norm, energy_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.03295945690289137,1058.588645739399
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.032951401306849926,1061.5305280442176
"pasture_area_norm, transportation_area_norm, road_length_norm, built_area_norm, entropy_production",0.03293271832237887,1058.5990143109589
"aquaculture_area_norm, energy_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.0329312257978579,1058.59959306724
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, retail_count_norm, public_services_norm, entropy_landuse",0.03292902565816014,1059.5828065120031
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.03290072883445461,1059.593778978274
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production",0.032900201313563526,1060.5735747355172
"farming_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production",0.0328549685399554,1059.611522456093
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.0328465476340587,1061.5711857690026
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, public_services_norm, entropy_production, entropy_landuse",0.032817836577170856,1060.6055109028093
"farming_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.03281447743718868,1059.6272221135362
"farming_area_norm, aquaculture_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.03273986194937428,1059.656151132856
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm, entropy_production",0.032710933330934666,1059.667366388471
"aquaculture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.03270728581205762,1059.6687804611067
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_production",0.03269643121923227,1061.6293867577633
"farming_area_norm, aquaculture_area_norm, energy_area_norm, retail_count_norm, entropy_landuse",0.032678881210866706,1058.6974318959078
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.032678674692671494,1061.6362704668284
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, entropy_landuse",0.03267814585948814,1060.659668473687
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production",0.032638935607120945,1060.6748687367367
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production",0.03263789999180178,1060.6752701954588
"farming_area_norm, energy_area_norm, transportation_area_norm, road_length_norm, built_area_norm",0.032631951794180436,1058.715624514713
"farming_area_norm, pasture_area_norm, transportation_area_norm, built_area_norm",0.03262557516797937,1057.7329820033906
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.032622027969458234,1061.6582299736524
"farming_area_norm, aquaculture_area_norm, energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.03261360161698168,1060.684689394456
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, retail_count_norm, entropy_landuse",0.03260409779980067,1058.72642195374
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm, entropy_production",0.03253481097720645,1059.7356395375145
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, retail_count_norm, public_services_norm, road_length_norm, entropy_landuse",0.03252709799678377,1060.7182203675757
"farming_area_norm, energy_area_norm, transportation_area_norm, built_area_norm",0.03246412924441233,1057.7955608439872
"farming_area_norm, aquaculture_area_norm, public_services_norm, road_length_norm, entropy_landuse",0.03245582909646971,1058.7838922233682
"energy_area_norm, transportation_area_norm, built_area_norm, entropy_production",0.03231706911383225,1057.8525544501126
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, road_length_norm, built_area_norm",0.03231179566436049,1059.8220727298128
"farming_area_norm, aquaculture_area_norm, energy_area_norm, public_services_norm, road_length_norm, entropy_landuse",0.0323105587773328,1059.8225520498427
"farming_area_norm, energy_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_production",0.03230433718301717,1059.8249630406717
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, built_area_norm",0.03229493762009339,1059.828605527781
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, entropy_landuse",0.03229304220278861,1059.8293400292537
"aquaculture_area_norm, transportation_area_norm, built_area_norm, entropy_production",0.03220617813981719,1057.8955248606248
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, road_length_norm, entropy_landuse",0.03219867646972585,1059.86590628967
"energy_area_norm, entropy_landuse",0.03217958702208523,1055.9273964628455
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, road_length_norm, built_area_norm, entropy_production",0.03217782273135217,1061.8303847425277
"energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.03213055908893814,1059.892299226191
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, road_length_norm, built_area_norm, entropy_production",0.032110081535365986,1059.9002331489205
"farming_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm",0.03209039890652632,1058.9254986257943
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.03208961769647245,1063.8097601407096
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, built_area_norm",0.03207681238180993,1060.8927139604557
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, road_length_norm, entropy_production, entropy_landuse",0.032045048897274775,1060.9050198039522
"road_length_norm, entropy_production, entropy_landuse",0.03200315652310404,1056.986329632649
"farming_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm",0.0319712194275229,1058.9716698315578
"pasture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, built_area_norm",0.031964161667791924,1058.9744038930899
"farming_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm",0.03192380009682305,1059.9723992255954
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, public_services_norm, road_length_norm, entropy_landuse",0.03188380561267701,1060.9674826240862
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, public_services_norm, road_length_norm, entropy_landuse",0.03183203450057415,1060.0079444313437
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm",0.03181644925712379,1059.0316207089327
"farming_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production",0.03181522380696433,1060.014455652123
"farming_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm",0.03181196777245088,1060.9953079933925
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.0318092865780375,1060.9963464760833
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, retail_count_norm, road_length_norm, entropy_production, entropy_landuse",0.031808506398141256,1060.9966486555395
"energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production",0.03177993773143073,1059.0457622051008
"pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.03176353744166105,1061.0140656305728
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, road_length_norm, entropy_landuse",0.03175291106019551,1061.018181227678
"aquaculture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production",0.031701733493101125,1059.076050159471
"farming_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production",0.0316948819855688,1061.0406550891246
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production",0.03169115488436647,1061.0420984980615
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, public_services_norm, road_length_norm, entropy_production, entropy_landuse",0.03167356522329934,1062.0257174443866
"aquaculture_area_norm, entropy_production, entropy_landuse",0.031655059272867714,1057.1211575553943
"pasture_area_norm, energy_area_norm, transportation_area_norm, road_length_norm, built_area_norm, entropy_production",0.03165246834845514,1060.0774892476247
"pasture_area_norm, entropy_landuse",0.03165138356215058,1056.1320028782773
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, road_length_norm, built_area_norm",0.03160831282189491,1059.1122281255548
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production",0.031581284496042805,1060.105054726635
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.03157814919340851,1062.0626670175493
"farming_area_norm, transportation_area_norm, public_services_norm, built_area_norm",0.03156691774766007,1058.1431432107884
"pasture_area_norm, transportation_area_norm, road_length_norm, built_area_norm",0.031561750884715245,1058.1451439359505
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.03155965177194775,1061.093022662535
"farming_area_norm, entropy_production, entropy_landuse",0.03155612352300097,1057.1594693278525
"farming_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm",0.03150583585505107,1060.1342695051453
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, built_area_norm, entropy_production",0.03149984527337313,1060.1365890453808
"energy_area_norm, road_length_norm, entropy_production, entropy_landuse",0.03148552254302173,1058.1746600183592
"pasture_area_norm, entropy_production, entropy_landuse",0.03147643844353909,1057.190323646029
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, road_length_norm, entropy_production, entropy_landuse",0.03142662086017489,1062.1213384321197
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, road_length_norm, entropy_production, entropy_landuse",0.031426107176041884,1062.1215373137975
"pasture_area_norm, energy_area_norm, entropy_landuse",0.03141720931096226,1057.213255711372
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, built_area_norm",0.031408165883754946,1060.1720853164206
"transportation_area_norm, road_length_norm, built_area_norm",0.03139035968389714,1057.223650765564
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm",0.031371719232785256,1059.2038354376377
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production",0.03136754057804503,1061.1674046864478
"transportation_area_norm, built_area_norm",0.03134992110806578,1056.2487282240063
"transportation_area_norm, retail_count_norm, road_length_norm, built_area_norm",0.03134782019074722,1058.2279733272544
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, built_area_norm",0.031316281592596584,1058.2401828509805
"aquaculture_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, built_area_norm",0.03128455550673204,1059.2375789565249
"transportation_area_norm, public_services_norm, built_area_norm, entropy_production",0.031281044855888895,1058.2538235633087
"farming_area_norm, road_length_norm, built_area_norm, entropy_production",0.031235280034875634,1058.2715391271647
"aquaculture_area_norm, energy_area_norm, entropy_production, entropy_landuse",0.031228407885444343,1058.2741992641859
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.031210624704278156,1062.204955770805
"retail_count_norm, road_length_norm, built_area_norm, entropy_production",0.031197904216276995,1058.2860066870571
"pasture_area_norm, transportation_area_norm, built_area_norm, entropy_production",0.031184563657847608,1058.2911704609476
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, built_area_norm",0.031157157646398592,1061.2488442791023
"farming_area_norm, energy_area_norm, entropy_production, entropy_landuse",0.031131251843369956,1058.3118053307517
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, built_area_norm",0.031117270367056582,1062.2410897239088
"pasture_area_norm, energy_area_norm, entropy_production, entropy_landuse",0.031055347580178694,1058.341182874227
"aquaculture_area_norm, transportation_area_norm, road_length_norm, built_area_norm",0.031044075256699055,1058.3455454523228
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, road_length_norm, built_area_norm",0.03101191882033394,1060.3254649522034
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, road_length_norm, built_area_norm, entropy_production",0.030916345392246747,1061.3420414111022
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, built_area_norm",0.030872207189177825,1060.3795296884532
"road_length_norm, entropy_landuse",0.03087014491672435,1056.4344212145002
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm",0.030835709484379525,1060.39365205878
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm",0.03082304386371093,1062.3549509640063
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm, entropy_production",0.03079708609425902,1059.4262360614441
"farming_area_norm, aquaculture_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.030793868020303483,1059.4274811832993
"farming_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm",0.030783481522118405,1060.4138601476775
"farming_area_norm, pasture_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_production",0.03077487994767414,1060.4171881719549
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, road_length_norm, built_area_norm",0.030767198911160976,1059.4377997089523
"pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.03076234030836711,1060.4220398150082
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm",0.03074885199214028,1061.4068496424889
"farming_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.030721688240673006,1060.4377678519318
"farming_area_norm, aquaculture_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_production",0.030719684151579663,1060.438543204711
"pasture_area_norm, transportation_area_norm, built_area_norm",0.0306918710408125,1057.4939751896982
"transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production",0.030679975855032127,1059.471545135587
"pasture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production",0.03066773221817931,1059.4762817908795
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm",0.030650335910773485,1059.4830117398933
"farming_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm",0.030566562949410736,1059.5154185217677
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.030504198905266122,1062.4783001574674
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.03049176629517547,1060.5267108355392
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm",0.030486157614881715,1061.5084714404509
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, road_length_norm, built_area_norm",0.030429954142264126,1060.5506186453413
"pasture_area_norm, energy_area_norm, transportation_area_norm, road_length_norm, built_area_norm",0.030425740378909993,1059.5698880982643
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.03042041436264764,1063.4847141018681
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, built_area_norm",0.03041878199487491,1061.5345308720166
"farming_area_norm, aquaculture_area_norm, energy_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.030416765281052083,1060.5557196582463
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production",0.03040566831237501,1061.539602750051
"energy_area_norm, road_length_norm, entropy_landuse",0.030350582263518833,1057.6259876651902
"farming_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, built_area_norm",0.030341531183817216,1059.6024560801434
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, road_length_norm, entropy_landuse",0.03031692274593767,1061.5739243868456
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production",0.03028237921540644,1060.6076917641265
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production",0.03026076120203125,1062.5724497961805
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production",0.03025939124833077,1062.5729795594966
"aquaculture_area_norm, transportation_area_norm, built_area_norm",0.03025027275904113,1057.6647791272885
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production",0.030228400951165635,1061.6081563526332
"farming_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm",0.030210950429684802,1059.6529527111784
"transportation_area_norm, retail_count_norm, built_area_norm",0.030197427536068244,1057.6852136972898
"farming_area_norm, energy_area_norm, road_length_norm, built_area_norm, entropy_production",0.0301358615960301,1059.6819870899108
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, built_area_norm",0.030104701436273862,1060.6763953355417
"farming_area_norm, entropy_landuse",0.030100326046332393,1056.7321805701379
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.03009244609494488,1061.6607249138701
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm, entropy_production",0.030083050896336783,1061.6643574068846
"energy_area_norm, transportation_area_norm, road_length_norm, built_area_norm",0.030064468314849213,1058.7244760347785
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, built_area_norm",0.030053571534906287,1059.7138033646202
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.030051419939140178,1063.6274012903627
"energy_area_norm, transportation_area_norm, retail_count_norm, road_length_norm, built_area_norm",0.030043933141593482,1059.71752973489
"aquaculture_area_norm, entropy_landuse",0.03003534669931629,1056.7573032086625
"energy_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_production",0.030028005242735523,1059.7236876560933
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production",0.029996883912200234,1062.6744777629851
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, road_length_norm, built_area_norm",0.029990130694795836,1061.700281520386
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm",0.029963421320935102,1059.7486555567673
"energy_area_norm, transportation_area_norm, built_area_norm",0.029882615096201603,1057.806924560192
"farming_area_norm, retail_count_norm, built_area_norm, entropy_production",0.02986603145472355,1058.8011885678065
"road_length_norm, built_area_norm, entropy_production",0.029865127032237093,1057.8136845306653
"farming_area_norm, built_area_norm, entropy_production",0.02986452028917108,1057.8139190635998
"aquaculture_area_norm, energy_area_norm, transportation_area_norm, road_length_norm, built_area_norm",0.029830936020483367,1059.7998686721755
"energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production",0.029814434261504097,1059.8062470522125
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm",0.029778465508026986,1060.8025098789146
"pasture_area_norm, road_length_norm, entropy_landuse",0.029770177269056397,1057.8503850141362
"aquaculture_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production",0.02974204025533478,1059.8342280286952
"farming_area_norm, aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm",0.029738809904299557,1061.797428046905
"aquaculture_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, road_length_norm, built_area_norm",0.02972289107593462,1060.8239893188627
"farming_area_norm, energy_area_norm, entropy_landuse",0.029704487415022074,1057.8757737012345
"pasture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm, entropy_production",0.0297007988635275,1059.8501672880398
"farming_area_norm, pasture_area_norm, energy_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_production",0.029698091828093465,1061.8131650034547
"pasture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm",0.02967556606852051,1058.8748046988862
"farming_area_norm, aquaculture_area_norm, energy_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_production",0.029674735260903917,1061.8221916859816
"farming_area_norm, energy_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.029674431836349102,1061.822308949949
"aquaculture_area_norm, energy_area_norm, entropy_landuse",0.029644419375885134,1057.8989880902222
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, built_area_norm, entropy_production",0.029629225455678476,1059.877827867419
"aquaculture_area_norm, road_length_norm, entropy_production, entropy_landuse",0.02961072996935432,1058.899860983228
"aquaculture_area_norm, retail_count_norm, road_length_norm, built_area_norm, entropy_production",0.029538081650068326,1059.9130487571472
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm",0.029498462831512917,1062.8671162181977
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm",0.029497663519003958,1060.9110268587833
"pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.029493658928906652,1061.8921654276423
"farming_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm",0.029462957633738962,1060.9244368978764
"pasture_area_norm, energy_area_norm, road_length_norm, entropy_landuse",0.029396450118281736,1058.9826587593502
"pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm",0.02939512897443508,1059.9682835937358
"pasture_area_norm, road_length_norm, entropy_production, entropy_landuse",0.029392536129476565,1058.984170955388
"farming_area_norm, road_length_norm, entropy_production, entropy_landuse",0.029390728613293615,1058.9848692994278
"pasture_area_norm, energy_area_norm, transportation_area_norm, built_area_norm",0.02934830673317701,1059.0012588579013
"pasture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, road_length_norm, built_area_norm",0.029338636991828038,1060.9724693304718
"farming_area_norm, aquaculture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm",0.029290656915809676,1060.9910052324035
"farming_area_norm, public_services_norm, road_length_norm, built_area_norm, entropy_production",0.02928403705510607,1060.0112022798849
"farming_area_norm, pasture_area_norm, entropy_landuse",0.029271325433374185,1058.0431448724848
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, built_area_norm",0.029220628400821624,1059.0505826537023
"aquaculture_area_norm, pasture_area_norm, entropy_landuse",0.029207916715027538,1058.067639351148
"farming_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm",0.02919500875959602,1061.027953770949
"energy_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production",0.029194626745278285,1061.028101334406
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, road_length_norm, built_area_norm",0.02919365492782733,1062.0080679322755
"transportation_area_norm, public_services_norm, road_length_norm, built_area_norm",0.029186909583487908,1059.0636075873572
"farming_area_norm, aquaculture_area_norm, pasture_area_norm, transportation_area_norm, public_services_norm, built_area_norm, entropy_production",0.029183296252145885,1062.0120692273604
"pasture_area_norm, energy_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production",0.029166557481409283,1061.0389436948558
"aquaculture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm",0.029148701147390987,1059.0783662280546
"aquaculture_area_norm, pasture_area_norm, transportation_area_norm, retail_count_norm, built_area_norm, entropy_production",0.029143337456400298,1061.0479126949613
"aquaculture_area_norm, transportation_area_norm, retail_count_norm, public_services_norm, built_area_norm, entropy_production",0.029096814348449018,1061.0658821318116
"farming_area_norm, pasture_area_norm, energy_area_norm, transportation_area_norm, public_services_norm, built_area_norm",0.029088063515073315,1061.0692620236237
